"Pt.name","North","East","BedSE","WaterSE","Depth","Code","VertPrec"
"4869",4099842.58,568761.235,3.125,2.125,0.73,"echo",0.0132
"4870",4099841.022,568760.767,3.131,2.131,0.73,"echo",0.01321
"4871",4099839.458,568760.334,3.125,2.135,0.72,"echo",0.01388
"4872",4099838.039,568759.613,3.126,2.126,0.73,"echo",0.0122
"4873",4099836.627,568759.042,3.141,2.111,0.76,"echo",0.01221
"4874",4099835.288,568758.174,3.108,2.108,0.73,"echo",0.01226
"4875",4099833.884,568757.633,3.116,2.126,0.72,"echo",0.01223
"4876",4099832.499,568756.767,3.13,2.13,0.73,"echo",0.01213
"4877",4099831.06,568756.218,3.079,2.119,0.69,"echo",0.01226
"4878",4099829.695,568755.45,3.108,2.138,0.7,"echo",0.01226
"4879",4099828.335,568754.85,3.059,2.119,0.67,"echo",0.01226
"4880",4099827.019,568753.658,3.111,2.121,0.72,"echo",0.01227
"4881",4099825.659,568752.574,3.028,2.098,0.66,"echo",0.01228
"4882",4099824.175,568751.981,3.058,2.118,0.67,"echo",0.01218
"4883",4099822.777,568751.273,3.026,2.126,0.63,"echo",0.01218
"4884",4099821.385,568750.734,2.984,2.104,0.61,"echo",0.01219
"4885",4099819.989,568749.641,3.102,2.112,0.72,"echo",0.0122
"4886",4099818.461,568749.126,3.075,2.115,0.69,"echo",0.0122
"4887",4099817.021,568748.352,4.112,2.102,1.74,"echo",0.01221
"4888",4099815.514,568747.831,3.598,2.118,1.21,"echo",0.01225
"4889",4099814.136,568746.872,4.185,2.115,1.8,"echo",0.01232
"4890",4099812.691,568746.29,4.06,2.1,1.69,"echo",0.01222
"4891",4099811.383,568745.442,4.16,2.11,1.78,"echo",0.01233
"4892",4099809.987,568744.821,3.983,2.113,1.6,"echo",0.01223
"4893",4099808.873,568744.069,3.865,2.085,1.51,"echo",0.01223
"4894",4099807.761,568742.817,3.773,2.113,1.39,"echo",0.01224
"4895",4099806.441,568742.037,3.855,2.105,1.48,"echo",0.01224
"4896",4099805.216,568740.981,4.101,2.111,1.72,"echo",0.01225
"4897",4099803.89,568740.112,3.665,2.105,1.29,"echo",0.01228
"4898",4099802.697,568738.843,3.772,2.112,1.39,"echo",0.01225
"4899",4099801.464,568737.536,3.84,2.1,1.47,"echo",0.01226
"4900",4099800.103,568736.728,3.603,2.103,1.23,"echo",0.01226
"4901",4099798.807,568735.673,3.595,2.115,1.21,"echo",0.01226
"4902",4099797.453,568734.833,3.546,2.096,1.18,"echo",0.01235
"4903",4099796.1,568733.838,3.552,2.102,1.18,"echo",0.01236
"4904",4099794.766,568732.849,3.578,2.098,1.21,"echo",0.01228
"4905",4099793.392,568731.895,3.485,2.095,1.12,"echo",0.01228
"4906",4099792.091,568730.773,3.604,2.104,1.23,"echo",0.01228
"4908",4099789.616,568728.51,3.619,2.119,1.23,"echo",0.01233
"4909",4099788.476,568727.184,3.636,2.096,1.27,"echo",0.0123
"4910",4099787.067,568726.292,4.091,2.111,1.71,"echo",0.01235
"4911",4099785.773,568725.359,3.73,2.1,1.36,"echo",0.01241
"4912",4099784.428,568724.512,3.762,2.112,1.38,"echo",0.01294
"4913",4099783.282,568723.304,3.945,2.115,1.56,"echo",0.01232
"4914",4099781.984,568722.275,3.935,2.095,1.57,"echo",0.01231
"4915",4099780.899,568720.986,3.907,2.107,1.53,"echo",0.01232
"4916",4099779.759,568719.794,3.878,2.098,1.51,"echo",0.01232
"4917",4099778.789,568718.421,3.815,2.105,1.44,"echo",0.01233
"4918",4099777.736,568717.137,3.853,2.103,1.48,"echo",0.01233
"4919",4099776.929,568715.574,3.853,2.113,1.47,"echo",0.01233
"4920",4099775.942,568714.204,3.776,2.116,1.39,"echo",0.01233
"4921",4099775.262,568712.509,4.115,2.105,1.74,"echo",0.01234
"4922",4099774.545,568710.983,3.097,2.107,0.72,"echo",0.01234
"4923",4099773.806,568709.758,3.051,2.121,0.66,"echo",0.01234
"4924",4099772.9,568708.82,3.008,2.108,0.63,"echo",0.01234
"4926",4099771.318,568706.247,3.034,2.104,0.66,"echo",0.01235
"4927",4099770.643,568704.834,3.023,2.113,0.64,"echo",0.01235
"4928",4099770.015,568703.384,3.086,2.096,0.72,"echo",0.01246
"4929",4099769.539,568701.919,3.007,2.107,0.63,"echo",0.01247
"4930",4099769.134,568700.375,3.001,2.121,0.61,"echo",0.01247
"4931",4099768.741,568698.893,2.972,2.102,0.6,"echo",0.01247
"4932",4099768.557,568697.186,3.686,2.126,1.29,"echo",0.01237
"4933",4099768.089,568695.689,3.569,2.099,1.2,"echo",0.01237
"4934",4099767.898,568694.001,3.646,2.116,1.26,"echo",0.01237
"4935",4099767.403,568692.543,3.619,2.109,1.24,"echo",0.01237
"4936",4099767.228,568690.944,3.655,2.125,1.26,"echo",0.01238
"4937",4099766.741,568689.429,3.78,2.1,1.41,"echo",0.01238
"4938",4099766.74,568687.737,3.898,2.118,1.51,"echo",0.01238
"4939",4099766.484,568686.205,3.533,2.113,1.15,"echo",0.01239
"4940",4099766.551,568684.644,3.595,2.125,1.2,"echo",0.01289
"4941",4099766.62,568683.167,3.56,2.11,1.18,"echo",0.01239
"4942",4099766.705,568681.709,3.634,2.124,1.24,"echo",0.0124
"4948",4099764.981,568677.698,3.887,2.147,1.47,"echo",0.01242
"4949",4099764.397,568677.422,3.461,2.141,1.05,"echo",0.01242
"4950",4099763.967,568677.108,3.514,2.124,1.12,"echo",0.01243
"4951",4099763.056,568676.877,3.509,2.119,1.12,"echo",0.01243
"4952",4099762.223,568676.353,3.803,2.123,1.41,"echo",0.01243
"4953",4099761.891,568675.517,3.824,2.104,1.45,"echo",0.01244
"4954",4099761.645,568674.418,3.615,2.115,1.23,"echo",0.01248
"4955",4099761.562,568673.152,3.769,2.119,1.38,"echo",0.01248
"4956",4099761.646,568671.845,3.712,2.122,1.32,"echo",0.01245
"4957",4099761.676,568670.739,3.711,2.121,1.32,"echo",0.01245
"4958",4099761.84,568669.42,3.532,2.122,1.14,"echo",0.01245
"4959",4099761.745,568668.124,3.675,2.135,1.27,"echo",0.01246
"4960",4099761.969,568666.765,3.698,2.128,1.3,"echo",0.01246
"4961",4099762.199,568665.317,3.664,2.134,1.26,"echo",0.01247
"4962",4099762.118,568664.186,3.558,2.118,1.17,"echo",0.01247
"4963",4099762.183,568662.941,3.578,2.128,1.18,"echo",0.01248
"4964",4099761.821,568661.774,3.581,2.131,1.18,"echo",0.01248
"4965",4099761.706,568660.439,3.691,2.131,1.29,"echo",0.01248
"4966",4099761.378,568659.181,3.644,2.134,1.24,"echo",0.01299
"4967",4099761.305,568657.9,3.633,2.133,1.23,"echo",0.01249
"4968",4099761.238,568656.771,3.593,2.123,1.2,"echo",0.0125
"4969",4099761.445,568655.463,3.649,2.119,1.26,"echo",0.0125
"4970",4099761.49,568654.074,3.673,2.113,1.29,"echo",0.01261
"4971",4099761.284,568652.708,3.139,2.109,0.76,"echo",0.01262
"4972",4099761.364,568651.741,3.189,2.099,0.82,"echo",0.01263
"4973",4099761.113,568650.76,3.327,2.097,0.96,"echo",0.01268
"4974",4099760.253,568650.089,3.414,2.094,1.05,"echo",0.01256
"4975",4099758.962,568649.867,3.4,2.1,1.03,"echo",0.01253
"4976",4099757.424,568650.16,3.416,2.116,1.03,"echo",0.01254
"4977",4099755.826,568650.917,3.483,2.103,1.11,"echo",0.01254
"4978",4099754.66,568651.599,3.521,2.111,1.14,"echo",0.01254
"4979",4099753.676,568652.464,3.538,2.118,1.15,"echo",0.01255
"4980",4099753.382,568653.693,3.549,2.109,1.17,"echo",0.0126
"4981",4099752.878,568655.265,3.593,2.123,1.2,"echo",0.01248
"4982",4099752.285,568657.002,3.587,2.117,1.2,"echo",0.01248
"4983",4099751.944,568658.84,3.535,2.085,1.18,"echo",0.01249
"4984",4099751.928,568660.743,3.668,2.108,1.29,"echo",0.01249
"4985",4099751.617,568662.154,3.642,2.082,1.29,"echo",0.0125
"4986",4099751.747,568663.488,3.674,2.084,1.32,"echo",0.0125
"4987",4099752.5,568664.702,3.678,2.088,1.32,"echo",0.01251
"4988",4099753.755,568665.754,3.523,2.113,1.14,"echo",0.01251
"4989",4099755.191,568666.249,3.439,2.109,1.06,"echo",0.01252
"4990",4099756.498,568666.382,3.434,2.114,1.05,"echo",0.01252
"4991",4099757.418,568666.078,3.435,2.105,1.06,"echo",0.01253
"4992",4099758.677,568666.047,3.256,2.106,0.88,"echo",0.01253
"4993",4099759.663,568666.652,2.982,2.112,0.6,"echo",0.01254
"4994",4099760.36,568667.845,3.835,2.095,1.47,"echo",0.01256
"4995",4099760.587,568669.31,3.821,2.111,1.44,"echo",0.01255
"4996",4099760.38,568670.723,3.867,2.127,1.47,"echo",0.01255
"4997",4099759.705,568671.857,3.981,2.111,1.6,"echo",0.01247
"4998",4099758.834,568673.046,3.7,2.1,1.33,"echo",0.01247
"4999",4099757.911,568674.164,3.233,2.113,0.85,"echo",0.0125
"5000",4099756.721,568674.943,3.378,2.108,1,"echo",0.01248
"5001",4099755.681,568675.835,3.436,2.106,1.06,"echo",0.01248
"5002",4099754.72,568676.531,3.527,2.107,1.15,"echo",0.01249
"5003",4099753.827,568677.079,3.548,2.108,1.17,"echo",0.01249
"5005",4099751.833,568677.652,3.575,2.125,1.18,"echo",0.0125
"5006",4099750.773,568678.013,3.551,2.111,1.17,"echo",0.01256
"5007",4099749.881,568678.147,3.783,2.133,1.38,"echo",0.01251
"5008",4099749.163,568678.135,3.876,2.126,1.48,"echo",0.01252
"5009",4099748.239,568678.533,3.528,2.138,1.12,"echo",0.01272
"5010",4099747.413,568679.021,3.754,2.194,1.29,"echo",0.0127
"5011",4099746.716,568679.831,3.893,2.143,1.48,"echo",0.01284
"5012",4099746.719,568681.123,3.976,2.146,1.56,"echo",0.01334
"5013",4099746.938,568682.267,3.858,2.138,1.45,"echo",0.01297
"5014",4099747.135,568683.05,3.916,2.146,1.5,"echo",0.01368
"5015",4099747.931,568683.482,3.475,2.145,1.06,"echo",0.01303
"5016",4099748.872,568682.946,3.382,2.112,1,"echo",0.01306
"5017",4099750.257,568683.003,3.484,2.154,1.06,"echo",0.01297
"5018",4099751.739,568682.774,3.513,2.123,1.12,"echo",0.01304
"5019",4099753.44,568682.945,3.57,2.15,1.15,"echo",0.01294
"5020",4099755.134,568683.115,3.55,2.11,1.17,"echo",0.01275
"5021",4099756.917,568683.379,3.617,2.137,1.21,"echo",0.01276
"5022",4099758.57,568683.65,3.441,2.121,1.05,"echo",0.01266
"5023",4099760.097,568683.925,3.355,2.125,0.96,"echo",0.01261
"5024",4099761.479,568684.246,3.223,2.133,0.82,"echo",0.01262
"5025",4099762.622,568684.872,3.037,2.127,0.64,"echo",0.01262
"5026",4099763.65,568685.245,3.945,2.115,1.56,"echo",0.01263
"5027",4099764.452,568685.635,3.871,2.121,1.48,"echo",0.01265
"5028",4099765.167,568685.974,3.759,2.139,1.35,"echo",0.01265
"5029",4099765.695,568686.762,3.924,2.144,1.51,"echo",0.01265
"5030",4099765.543,568687.766,3.718,2.118,1.33,"echo",0.01266
"5031",4099764.699,568688.597,3.755,2.105,1.38,"echo",0.01267
"5032",4099763.408,568688.953,3.908,2.128,1.51,"echo",0.01267
"5033",4099761.988,568689.38,3.205,2.115,0.82,"echo",0.01268
"5034",4099760.363,568689.377,3.437,2.137,1.03,"echo",0.01268
"5035",4099759.06,568689.436,3.593,2.123,1.2,"echo",0.01269
"5036",4099757.629,568689.662,3.611,2.131,1.21,"echo",0.01269
"5037",4099756.431,568690.144,3.542,2.122,1.15,"echo",0.01269
"5038",4099755.398,568690.421,3.507,2.127,1.11,"echo",0.0127
"5039",4099754.54,568690.316,3.513,2.123,1.12,"echo",0.01272
"5040",4099753.758,568690.049,3.466,2.106,1.09,"echo",0.01273
"5041",4099752.851,568690.839,3.447,2.117,1.06,"echo",0.01271
"5042",4099752.538,568692.101,3.411,2.121,1.02,"echo",0.01274
"5043",4099752.304,568693.322,3.418,2.118,1.03,"echo",0.01272
"5044",4099752.206,568693.941,3.216,2.096,0.85,"echo",0.01275
"5045",4099752.391,568694.416,3.285,2.105,0.91,"echo",0.01275
"5046",4099753.007,568695.423,3.424,2.124,1.03,"echo",0.01274
"5047",4099753.964,568696.253,3.426,2.136,1.02,"echo",0.01277
"5048",4099754.53,568696.919,3.43,2.1,1.06,"echo",0.01277
"5049",4099755.569,568697.218,3.476,2.126,1.08,"echo",0.01276
"5050",4099756.757,568697.093,3.426,2.076,1.08,"echo",0.01278
"5051",4099758.241,568697.085,3.506,2.126,1.11,"echo",0.01278
"5052",4099759.891,568697.316,3.539,2.119,1.15,"echo",0.01277
"5053",4099761.322,568697.424,3.578,2.128,1.18,"echo",0.0128
"5054",4099762.502,568697.498,3.585,2.115,1.2,"echo",0.01278
"5055",4099763.559,568697.631,3.564,2.114,1.18,"echo",0.01281
"5056",4099764.562,568697.705,3.417,2.127,1.02,"echo",0.01279
"5057",4099765.779,568697.714,3.278,2.108,0.9,"echo",0.01279
"5058",4099766.83,568697.928,3.216,2.126,0.82,"echo",0.0128
"5059",4099767.678,568697.823,3.051,2.111,0.67,"echo",0.0128
"5060",4099768.392,568697.869,2.989,2.119,0.6,"echo",0.0128
"5061",4099769.27,568698.354,3.84,2.12,1.45,"echo",0.01281
"5062",4099769.475,568699.525,3.799,2.119,1.41,"echo",0.01285
"5063",4099769.034,568700.856,3.777,2.127,1.38,"echo",0.01282
"5064",4099768.108,568701.997,3.071,2.111,0.69,"echo",0.01282
"5065",4099766.82,568702.468,3.288,2.108,0.91,"echo",0.01282
"5066",4099765.552,568703.169,3.589,2.119,1.2,"echo",0.01285
"5067",4099764.051,568703.29,3.531,2.111,1.15,"echo",0.01283
"5069",4099761.837,568703.338,3.492,2.112,1.11,"echo",0.01285
"5070",4099761.082,568703.382,3.495,2.105,1.12,"echo",0.01284
"5071",4099760.099,568703.896,3.489,2.099,1.12,"echo",0.01284
"5072",4099759.399,568704.343,3.472,2.092,1.11,"echo",0.01285
"5073",4099758.773,568705.265,3.719,2.119,1.33,"echo",0.01295
"5074",4099758.282,568706.099,3.235,2.115,0.85,"echo",0.01286
"5076",4099758.182,568708.002,3.413,2.123,1.02,"echo",0.01331
"5077",4099758.434,568708.691,3.078,2.118,0.69,"echo",0.01287
"5078",4099759.395,568709.213,3.274,2.134,0.87,"echo",0.01287
"5079",4099760.519,568709.205,3.432,2.112,1.05,"echo",0.01288
"5080",4099761.915,568709.313,3.491,2.131,1.09,"echo",0.01336
"5081",4099763.311,568709.333,3.511,2.101,1.14,"echo",0.01289
"5082",4099764.885,568709.409,3.529,2.119,1.14,"echo",0.01289
"5083",4099766.138,568709.351,3.523,2.103,1.15,"echo",0.0129
"5084",4099767.226,568709.341,3.573,2.123,1.18,"echo",0.0129
"5085",4099768.474,568709.6,3.532,2.112,1.15,"echo",0.01291
"5086",4099769.797,568709.607,3.331,2.101,0.96,"echo",0.01291
"5087",4099770.946,568709.515,3.079,2.119,0.69,"echo",0.01343
"5088",4099772.01,568709.554,3.052,2.112,0.67,"echo",0.01292
"5089",4099772.756,568709.374,3.041,2.111,0.66,"echo",0.01292
"5090",4099773.191,568708.989,2.989,2.109,0.61,"echo",0.01293
"5091",4099773.599,568708.521,2.982,2.112,0.6,"echo",0.01293
"5092",4099774.267,568708.272,2.989,2.109,0.61,"echo",0.01298
"5093",4099775.086,568708.822,3.022,2.112,0.64,"echo",0.01298
"5094",4099775.416,568709.983,3.032,2.122,0.64,"echo",0.01306
"5095",4099775.927,568710.783,3.025,2.115,0.64,"echo",0.01296
"5096",4099775.788,568711.768,2.978,2.078,0.63,"echo",0.01295
"5097",4099774.634,568712.112,2.955,2.105,0.58,"echo",0.01296
"5099",4099771.843,568713.02,4.16,2.12,1.77,"echo",0.013
"5100",4099770.593,568713.464,3.411,2.111,1.03,"echo",0.013
"5101",4099769.586,568713.794,3.591,2.121,1.2,"echo",0.01298
"5102",4099768.797,568713.827,3.552,2.102,1.18,"echo",0.01299
"5103",4099767.822,568714.039,3.539,2.119,1.15,"echo",0.01299
"5104",4099767.086,568714.487,3.555,2.115,1.17,"echo",0.01299
"5105",4099766.416,568714.703,3.552,2.112,1.17,"echo",0.01299
"5106",4099765.731,568715.303,3.598,2.118,1.21,"echo",0.01305
"5107",4099765.324,568716.132,3.602,2.102,1.23,"echo",0.01307
"5108",4099765.157,568716.769,3.593,2.113,1.21,"echo",0.01309
"5109",4099764.935,568717.608,3.575,2.135,1.17,"echo",0.01329
"5110",4099764.78,568718.319,3.48,2.12,1.09,"echo",0.01381
"5111",4099765.391,568719.317,3.472,2.142,1.06,"echo",0.01407
"5112",4099766.568,568719.95,3.575,2.125,1.18,"echo",0.0141
"5113",4099767.815,568720.253,3.751,2.101,1.38,"echo",0.01432
"5114",4099769.211,568720.251,3.677,2.147,1.26,"echo",0.0144
"5115",4099770.679,568720.259,3.563,2.093,1.2,"echo",0.0142
"5116",4099772.333,568720.178,3.573,2.123,1.18,"echo",0.01407
"5117",4099773.585,568719.929,3.503,2.123,1.11,"echo",0.01412
"5118",4099774.684,568719.745,3.255,2.115,0.87,"echo",0.01418
"5120",4099776.973,568719.467,3.934,2.104,1.56,"echo",0.01281
"5121",4099777.968,568719.332,3.969,2.129,1.57,"echo",0.01286
"5122",4099778.898,568719.359,3.924,2.124,1.53,"echo",0.01289
"5123",4099779.043,568718.926,3.82,2.1,1.45,"echo",0.01288
"5124",4099778.674,568718.19,3.843,2.093,1.48,"echo",0.01291
"5125",4099778.93,568717.611,3.871,2.121,1.48,"echo",0.01292
"5126",4099779.407,568717.984,3.873,2.103,1.5,"echo",0.01297
"5127",4099780.326,568718.585,3.905,2.125,1.51,"echo",0.01296
"5128",4099781.364,568719.235,3.8,2.11,1.42,"echo",0.01298
"5129",4099782.224,568719.836,3.843,2.093,1.48,"echo",0.01315
"5130",4099783.177,568720.053,4.031,2.131,1.63,"echo",0.01312
"5131",4099783.845,568720.536,3.783,2.123,1.39,"echo",0.01313
"5132",4099783.625,568721.374,3.96,2.1,1.59,"echo",0.01303
"5133",4099782.629,568722,3.947,2.107,1.57,"echo",0.01305
"5134",4099781.514,568722.684,3.926,2.116,1.54,"echo",0.01306
"5135",4099780.738,568723.483,3.944,2.114,1.56,"echo",0.01307
"5136",4099780.087,568724.233,3.795,2.115,1.41,"echo",0.01308
"5137",4099779.348,568724.866,3.06,2.13,0.66,"echo",0.01312
"5138",4099778.605,568725.776,3.08,2.12,0.69,"echo",0.01353
"5139",4099777.631,568726.607,3.226,2.146,0.81,"echo",0.01311
"5140",4099776.75,568727.448,3.487,2.137,1.08,"echo",0.01356
"5141",4099775.978,568728.058,3.559,2.139,1.15,"echo",0.01383
"5142",4099775.223,568728.33,3.642,2.132,1.24,"echo",0.01391
"5143",4099774.654,568728.664,3.654,2.124,1.26,"echo",0.01399
"5144",4099774.069,568729.575,3.778,2.128,1.38,"echo",0.01456
"5145",4099773.76,568730.333,3.844,2.134,1.44,"echo",0.01462
"5146",4099773.678,568731.354,3.69,2.12,1.3,"echo",0.01493
"5147",4099773.911,568732.375,3.125,2.125,0.73,"echo",0.01506
"5150",4099775.873,568734.608,3.287,2.107,0.91,"echo",0.01546
"5151",4099777.108,568734.834,3.642,2.102,1.27,"echo",0.01554
"5152",4099778.407,568734.833,3.689,2.089,1.33,"echo",0.01595
"5153",4099779.553,568734.463,3.662,2.122,1.27,"echo",0.01566
"5154",4099780.896,568734.15,3.568,2.128,1.17,"echo",0.01547
"5155",4099782.177,568733.699,3.378,2.108,1,"echo",0.01442
"5156",4099783.66,568733.359,3.21,2.12,0.82,"echo",0.01553
"5157",4099784.909,568732.823,3.056,2.096,0.69,"echo",0.01328
"5158",4099786.451,568732.422,2.946,2.096,0.58,"echo",0.01317
"5159",4099787.569,568731.932,4.115,2.095,1.75,"echo",0.01319
"5160",4099788.567,568731.528,3.907,2.107,1.53,"echo",0.01319
"5161",4099789.485,568731.213,3.626,2.116,1.24,"echo",0.01321
"5162",4099790.331,568730.925,3.604,2.104,1.23,"echo",0.01322
"5163",4099791.137,568730.587,3.612,2.112,1.23,"echo",0.01341
"5164",4099791.762,568730.119,3.818,2.108,1.44,"echo",0.01324
"5165",4099792.213,568729.54,3.72,2.1,1.35,"echo",0.01335
"5166",4099792.763,568729.076,3.59,2.11,1.21,"echo",0.01337
"5167",4099793.643,568729.329,3.715,2.095,1.35,"echo",0.01339
"5168",4099794.206,568730.189,3.757,2.107,1.38,"echo",0.01341
"5169",4099794.278,568731.283,3.584,2.114,1.2,"echo",0.01327
"5170",4099793.761,568732.285,3.559,2.089,1.2,"echo",0.01328
"5171",4099792.908,568733.296,3.587,2.107,1.21,"echo",0.01329
"5172",4099792.125,568734.402,3.755,2.105,1.38,"echo",0.01329
"5173",4099791.133,568735.481,3.697,2.127,1.3,"echo",0.0133
"5174",4099790.445,568736.527,3.94,2.14,1.53,"echo",0.01331
"5175",4099789.859,568737.424,3.032,2.122,0.64,"echo",0.01332
"5176",4099788.884,568738.301,3.126,2.136,0.72,"echo",0.01338
"5177",4099787.943,568739.357,3.259,2.109,0.88,"echo",0.01334
"5178",4099787.285,568740.462,3.494,2.114,1.11,"echo",0.01335
"5179",4099786.836,568741.494,3.575,2.125,1.18,"echo",0.01337
"5180",4099786.403,568742.366,3.628,2.128,1.23,"echo",0.01341
"5181",4099785.619,568742.646,3.601,2.121,1.21,"echo",0.01361
"5182",4099785.056,568743.37,3.492,2.112,1.11,"echo",0.01344
"5183",4099784.85,568744.389,3.478,2.128,1.08,"echo",0.01375
"5184",4099784.998,568745.262,3.554,2.144,1.14,"echo",0.0136
"5185",4099785.79,568745.973,3.455,2.125,1.06,"echo",0.01431
"5186",4099786.91,568746.354,3.395,2.105,1.02,"echo",0.01462
"5187",4099788.289,568746.582,3.384,2.124,0.99,"echo",0.01472
"5188",4099789.898,568746.465,3.458,2.098,1.09,"echo",0.0148
"5189",4099791.409,568746.056,3.78,2.12,1.39,"echo",0.01491
"5190",4099792.585,568745.354,3.87,2.12,1.48,"echo",0.01458
"5191",4099793.992,568744.872,3.705,2.115,1.32,"echo",0.01465
"5192",4099795.16,568744.357,3.349,2.109,0.97,"echo",0.0145
"5193",4099796.154,568743.915,3.141,2.111,0.76,"echo",0.01334
"5194",4099797.453,568743.56,3.066,2.106,0.69,"echo",0.01335
"5195",4099798.481,568742.774,3.003,2.123,0.61,"echo",0.01336
"5196",4099799.782,568742.181,3.734,2.114,1.35,"echo",0.01337
"5197",4099800.932,568741.675,3.675,2.115,1.29,"echo",0.01339
"5198",4099801.904,568741.247,3.84,2.1,1.47,"echo",0.0134
"5199",4099802.779,568740.872,3.809,2.099,1.44,"echo",0.01344
"5200",4099803.614,568740.239,3.858,2.088,1.5,"echo",0.01342
"5202",4099805.314,568739.326,3.621,2.091,1.26,"echo",0.01344
"5203",4099805.665,568738.625,3.623,2.123,1.23,"echo",0.01387
"5204",4099806.484,568738.185,3.765,2.115,1.38,"echo",0.01354
"5205",4099807.194,568738.727,3.823,2.113,1.44,"echo",0.01392
"5206",4099808.122,568739.234,3.94,2.14,1.53,"echo",0.01365
"5207",4099808.994,568739.49,3.808,2.128,1.41,"echo",0.01413
"5208",4099809.854,568739.035,4.089,2.109,1.71,"echo",0.01366
"5209",4099810.629,568739.208,2.993,2.123,0.6,"echo",0.01365
"5210",4099810.03,568740,3.096,2.126,0.7,"echo",0.01366
"5211",4099809.851,568741.061,3.755,2.135,1.35,"echo",0.01414
"5212",4099809.807,568742.024,3.865,2.115,1.48,"echo",0.01369
"5213",4099810.16,568742.876,3.786,2.156,1.36,"echo",0.01371
"5214",4099809.802,568743.265,3.895,2.125,1.5,"echo",0.01372
"5215",4099809.295,568744.006,3.806,2.096,1.44,"echo",0.01373
"5216",4099809.363,568743.99,3.872,2.102,1.5,"echo",0.01355
"5217",4099809.96,568743.715,3.013,2.083,0.66,"echo",0.01356
"5218",4099810.386,568743.551,3.855,2.115,1.47,"echo",0.01356
"5219",4099810.724,568743.925,3.88,2.13,1.48,"echo",0.01357
"5220",4099811.03,568744.886,3.824,2.084,1.47,"echo",0.01361
"5221",4099810.605,568745.862,3.83,2.12,1.44,"echo",0.01359
"5222",4099810.472,568747.186,3.861,2.111,1.48,"echo",0.01359
"5223",4099809.722,568748.401,3.575,2.125,1.18,"echo",0.0136
"5224",4099809.141,568749.769,3.017,2.107,0.64,"echo",0.0136
"5225",4099808.495,568750.936,3.103,2.103,0.73,"echo",0.01361
"5226",4099807.817,568751.934,3.141,2.121,0.75,"echo",0.01361
"5227",4099806.993,568752.915,3.188,2.128,0.79,"echo",0.01362
"5228",4099806.278,568753.706,3.306,2.126,0.91,"echo",0.01362
"5229",4099805.497,568754.22,3.475,2.125,1.08,"echo",0.01403
"5230",4099804.825,568754.63,3.628,2.118,1.24,"echo",0.01363
"5231",4099804.462,568755.208,3.701,2.101,1.33,"echo",0.01364
"5232",4099804.314,568756.288,3.783,2.123,1.39,"echo",0.01364
"5233",4099804.618,568757.323,3.761,2.101,1.39,"echo",0.01364
"5235",4099806.192,568758.692,3.68,2.14,1.27,"echo",0.01365
"5236",4099807.463,568758.98,3.676,2.106,1.3,"echo",0.01366
"5237",4099808.603,568758.552,3.719,2.119,1.33,"echo",0.0141
"5238",4099809.892,568758.047,3.699,2.109,1.32,"echo",0.01367
"5239",4099811.07,568757.303,3.557,2.117,1.17,"echo",0.01367
"5240",4099812.387,568756.596,3.339,2.129,0.94,"echo",0.01368
"5241",4099813.603,568755.728,3.197,2.137,0.79,"echo",0.01409
"5242",4099815.014,568754.972,3.171,2.121,0.78,"echo",0.01433
"5243",4099816.277,568754.09,3.127,2.127,0.73,"echo",0.01383
"5244",4099817.466,568753.301,3.091,2.131,0.69,"echo",0.0149
"5245",4099818.61,568752.662,3.073,2.113,0.69,"echo",0.01347
"5246",4099819.651,568752.101,3.048,2.118,0.66,"echo",0.01349
"5247",4099820.454,568751.584,3.08,2.14,0.67,"echo",0.01391
"5248",4099821.259,568750.887,2.987,2.107,0.61,"echo",0.01352
"5249",4099822.166,568750.326,3.018,2.118,0.63,"echo",0.01366
"5250",4099823.022,568749.894,3.009,2.129,0.61,"echo",0.01413
"5251",4099824.036,568749.456,3.647,2.117,1.26,"echo",0.01371
"5252",4099825.05,568749.196,3.052,2.122,0.66,"echo",0.0143
"5253",4099825.802,568748.676,3.01,2.14,0.6,"echo",0.01383
"5254",4099826.561,568748.41,3.536,2.116,1.15,"echo",0.01414
"5255",4099827.416,568748.572,3.659,2.149,1.24,"echo",0.01437
"5256",4099828.225,568749.246,3.481,2.061,1.15,"echo",0.01447
"5257",4099828.726,568750.375,3.705,2.115,1.32,"echo",0.01407
"5258",4099828.607,568751.556,3.067,2.097,0.7,"echo",0.01411
"5259",4099827.987,568752.858,3.081,2.121,0.69,"echo",0.0138
"5260",4099826.658,568753.607,3.097,2.127,0.7,"echo",0.01376
"5261",4099825.592,568754.79,3.074,2.134,0.67,"echo",0.01385
"5262",4099824.154,568755.577,3.108,2.138,0.7,"echo",0.0138
"5263",4099822.869,568756.617,3.116,2.126,0.72,"echo",0.01382
"5264",4099821.31,568757.228,3.174,2.144,0.76,"echo",0.01403
"5265",4099819.978,568757.667,3.199,2.139,0.79,"echo",0.01365
"5266",4099818.863,568757.767,3.193,2.133,0.79,"echo",0.01366
"5267",4099817.938,568757.673,3.204,2.144,0.79,"echo",0.01411
"5268",4099816.915,568758.133,3.203,2.143,0.79,"echo",0.01408
"5269",4099816.183,568758.549,3.249,2.129,0.85,"echo",0.01433
"5270",4099815.803,568759.465,3.433,2.143,1.02,"echo",0.01488
"5271",4099816.109,568760.601,3.581,2.101,1.21,"echo",0.01495
"5272",4099816.786,568761.714,3.729,2.139,1.32,"echo",0.0153
