Pt name,North,East,Elevation,Code
700,4099965.25,568792.188,1.916,topo
701,4099966.824,568789.967,1.725,topo
702,4099968.157,568793.667,1.99,topo
703,4099968.904,568797.346,2.125,topo
704,4099971.443,568796.153,2.127,topo
705,4099973.123,568792.745,1.896,topo
706,4099975.245,568792.387,1.862,topo
707,4099975.988,568794.821,2.079,topo
708,4099974.786,568798.534,2.117,topo
709,4099980.487,568797.185,2.238,topo
710,4099980.817,568794.709,2.061,topo
711,4099982.046,568792.18,1.846,topo
712,4099994.799,568795.424,2.055,topo
713,4099998.96,568793.7,2.034,topo
714,4100001.33,568793.918,2.055,topo
715,4100002.38,568792.625,2.474,topo
716,4100002.625,568790.525,2.368,topo
717,4100003.655,568793.797,2.391,topo
718,4100006.972,568798.329,1.78,topo
719,4100008.726,568797.7,2.25,topo
720,4100010.008,568799.543,1.775,topo
721,4100011.976,568797.555,2.252,topo
722,4100015.443,568794.516,2.301,topo
723,4100015.571,568796.294,2.256,topo
724,4100015.539,568798.664,2.228,topo
725,4100001.596,568793.918,2.096,topo
726,4099999.917,568793.119,2.07,topo
727,4099997.944,568793.654,2.047,topo
728,4099994.948,568793.364,2.052,topo
729,4099983.96,568791.11,1.813,topo
730,4099978.898,568791.653,1.787,topo
731,4099971.194,568793.15,1.985,topo
732,4099965.163,568796.667,2.102,topo
733,4099961.899,568797.629,2.135,topo
734,4099958.272,568791.953,2.045,topo
735,4099948.408,568792.232,1.961,topo
736,4099940.557,568793.321,1.942,topo
737,4099933.034,568792.339,2.073,topo
738,4099919.018,568793.456,1.836,topo
739,4099917.68,568790.458,2.006,topo
740,4099913.363,568794.158,1.791,topo
741,4099910.659,568787.753,1.99,topo
742,4099902.809,568782.974,2.092,topo
743,4099896.203,568775.065,1.976,topo
744,4099893.943,568779.042,1.947,topo
745,4099872.787,568779.808,2.081,topo
746,4099873.449,568776.661,2.099,topo
747,4099874.411,568772.268,1.982,topo
748,4099874.341,568766.539,1.933,topo
749,4099871.254,568769.686,1.98,topo
750,4099877.306,568772.387,1.962,topo
751,4099879.354,568770.166,1.906,topo
752,4099867.723,568773.432,2.027,topo
753,4099858.308,568769.421,2.02,topo
754,4099856.563,568774.052,2.004,topo
755,4099848.924,568772.136,2.096,topo
756,4099849.662,568767.862,2.006,topo
757,4099855.607,568763.051,1.889,topo
758,4099858.736,568761.86,1.861,topo
759,4099843.066,568760.032,1.954,topo
760,4099833.505,568758.712,1.999,topo
761,4099834.96,568766.46,1.784,topo
762,4099837.984,568764.709,1.972,topo
763,4099825.704,568762.271,1.83,topo
764,4099817.121,568750.86,2.088,topo
765,4099811.853,568743.111,2.203,topo
766,4099810.759,568746.784,2.14,topo
767,4099803.916,568748.406,1.999,topo
768,4099804.734,568744.716,2.151,topo
769,4099810.023,568747.88,2.109,topo
770,4099809.538,568750.237,2.027,topo
771,4099810.624,568761.905,2.719,wse
772,4099807.238,568760.299,2.683,wse
773,4099807.215,568760.29,2.694,wse
774,4099804.424,568758.582,2.691,wse
775,4099797.119,568753.885,2.671,wse
776,4099792.301,568750.041,2.697,wse
777,4099786.924,568748.076,2.731,wse
778,4099781.421,568743.179,2.751,wse
779,4099775.593,568735.725,2.724,wse
780,4099771.994,568730.879,2.733,wse
781,4099768.516,568725.457,2.657,wse
782,4099765.978,568721.188,2.71,wse
783,4099763.567,568717.383,2.674,wse
784,4099760.982,568713.858,2.7,wse
785,4099758.005,568708.829,2.679,wse
786,4099756.075,568705.087,2.674,wse
787,4099753.111,568698.461,2.708,wse
788,4099750.95,568694.18,2.674,wse
789,4099747.386,568689.234,2.7,wse
790,4099745.82,568685.081,2.699,wse
791,4099744.995,568682.102,2.793,wse
792,4099748.072,568676.925,2.719,wse
793,4099748.454,568674,2.679,wse
794,4099748.52,568674.119,2.651,wse
795,4099747.234,568671.755,2.686,wse
796,4099721.636,568601.554,2.679,wse
797,4099647.267,568579.166,7.89,cp01
798,4099625.978,568598.69,8.198,topo
